Test_ID,Batch_ID,Product,Production_Line,Test_Date,Month_Year,Analyst,TPC_cfu_g,TPC_Limit,TPC_Result,YM_cfu_g,YM_Limit,YM_Result,Coliform_MPN_g,Coliform_Limit,Coliform_Result,Overall_Status,Reviewed_By
MCR-0643,BCH-2023-0643,  Roasted Corn ,Line A,2024-11-10 00:00:00,Nov-2024,Anand M.,7623.0,10000,PASS,181.0,500,PASS,7.2,10,PASS,PASS,Divya N.
MCR-0644,BCH-2023-0644,Chickpea Snacks,Line B,2024-11-11 00:00:00,Nov-2024,Meena R.,4416.0,10000,PASS,40.0,500,PASS,0.8,10,PASS,PASS,Karthik V.
MCR-0645,BCH-2023-0645,Banana Chips,Line C,2024-11-12 00:00:00,Nov-2024,Karthik V.,5607.0,10000,PASS,221.0,500,PASS,4.6,10,PASS,PASS,Meena R.
MCR-0646,BCH-2023-0646,Sweet Potato Chips,Line D,2024-11-17 00:00:00,Nov-2024,Divya N.,6599.0,10000,PASS,25.0,500,PASS,5.5,10,PASS,P ASS,Suresh B.
MCR-0647,BCH-2023-0647,Masala Peanuts,Line E,2024-11-18 00:00:00,Nov-2024,Suresh B.,3571.0,10000,PASS,166.0,500,PASS,2.1,10,PASS,PASS,Ramesh K.
MCR-0648,BCH-2023-0648,Tapioca Crisps,Line F,2024-11-20 00:00:00,Nov-2024,Leena D.,2397.0,10000,PASS,96.0,500,PASS,1.3,10,PASS,PASS,Priya S.
MCR-0649,BCH-2023-0649,Jackfruit Chips,Line A,2024-11-21 00:00:00,Nov-2024,Sagar A.,-999.0,10000,PASS,2770.0,500,FAIL,7.1,10,PASS,F-Line Error,Anand M.
MCR-0650,BCH-2023-0650,Okra Chips,Line B,2024-11-22 00:00:00,Nov-2024,Priya S.,597.0,10000,PASS,385.0,500,PASS,6.8,10,PASS,PASS,Sagar A.
MCR-0651,BCH-2023-0651,Roasted Corn,Line C,2024-11-24 00:00:00,Nov-2024,Anand M.,6612.0,10000,PASS,51.0,500,PASS,7.1,10,PASS,PASS,Divya N.
MCR-0652,BCH-2023-0652,Chickpea Snacks,Line D,2024-11-27 00:00:00,Nov-2024,Meena R.,7891.0,10000,PASS,,500,PASS,6.3,10,PASS,PASS,Karthik V.
MCR-0653,BCH-2023-0653,Banana Chips,Line E,2024-11-28 00:00:00,Nov-2024,Karthik V.,1690.0,10000,PASS,182.0,500,PASS,0.9,10,PASS,PASS,Meena R.
MCR-0654,BCH-2023-0654,  Sweet Potato Chips ,Line F,2024-11-29 00:00:00,Nov-2024,Divya N.,6573.0,10000,PASS,,500,PASS,5.2,10,PASS,PASS,Suresh B.
MCR-0655,BCH-2023-0655,Masala Peanuts,Line A,2024-12-02 00:00:00,Dec-2024,Suresh B.,50556.0,10000,FAIL,442.0,500,PASS,2.6,10,PASS,FAIL,Ramesh K.
MCR-0656,BCH-2023-0656,Tapioca Crisps,Line B,2024-12-05 00:00:00,Dec-2024,Leena D.,14646.0,10000,FAIL,9.0,500,PASS,6.4,10,PASS,FAIL,Priya S.
MCR-0657,BCH-2023-0657,Jackfruit Chips,Line C,2024-12-12 00:00:00,Dec-2024,Sagar A.,4553.0,10000,PASS,131.0,500,PASS,2.8,10,PASS,PASS,Anand M.
MCR-0658,BCH-2023-0658,Okra Chips,Line D,2024-12-17 00:00:00,Dec-2024,Priya S.,37918.0,10000,FAIL,1002.0,500,FAIL,3.7,10,PASS,FAIL,Sagar A.
MCR-0659,BCH-2023-0659,Roasted Corn,Line E,2024-12-22 00:00:00,Dec-2024,Anand M.,6352.0,10000,PASS,36.0,500,PASS,4.9,10,PASS,PASS,Divya N.
MCR-0660,BCH-2023-0660,Chickpea Snacks,Line F,2024-12-24 00:00:00,Dec-2024,Meena R.,621.0,10000,PASS,379.0,500,PASS,11.8,10,FAIL,FAIL,Karthik V.
MCR-0661,BCH-2023-0661,  Banana Chips ,Line A,2024-12-25 00:00:00,Dec-2024,Karthik V.,1804.0,10000,PASS,425.0,500,PASS,0.9,10,PASS,PASS,Meena R.
MCR-0662,BCH-2023-0662,Sweet Potato Chips,Line B,2024-12-26 00:00:00,Dec-2024,Divya N.,5538.0,10000,PASS,217.0,500,PASS,,10,PASS,PASS,Suresh B.
MCR-0663,BCH-2023-0663,Masala Peanuts,Line C,2024-12-28 00:00:00,Dec-2024,Suresh B.,23589.0,10000,FAIL,235.0,500,PASS,6.8,10,PASS,FAIL,Ramesh K.
MCR-0664,BCH-2023-0664,Tapioca Crisps,Line D,2024-12-29 00:00:00,Dec-2024,Leena D.,5968.0,10000,PASS,234.0,500,PASS,0.2,10,PASS,PASS,Priya S.
MCR-0665,BCH-2023-0665,Jackfruit Chips,Line E,2024-12-30 00:00:00,Dec-2024,Sagar A.,1838.0,10000,PASS,91.0,500,PASS,5.1,10,PASS,PASS,Anand M.
MCR-0666,BCH-2023-0666,Okra Chips,Line F,2024-12-31 00:00:00,Dec-2024,Priya S.,380.0,10000,PASS,22.0,500,PASS,4.1,10,PASS,PASS,Sagar A.
MCR-0667,BCH-2023-0667,Roasted Corn,Line A,2025-01-07 00:00:00,Jan-2025,Anand M.,1126.0,10000,PASS,177.0,500,PASS,4.3,10,PASS,PASS,Divya N.
MCR-0668,BCH-2023-0668,Chickpea Snacks,Line B,2025-01-08 00:00:00,Jan-2025,Meena R.,5334.0,10000,PASS,182.0,500,PASS,3.1,10,PASS,PAAS,Karthik V.
MCR-0669,BCH-2023-0669,Banana Chips,Line C,2025-01-10 00:00:00,Jan-2025,Karthik V.,8550.0,10000,PASS,5092.0,500,FAIL,1.3,10,PASS,FAIL,Meena R.
MCR-0670,BCH-2023-0670,Sweet Potato Chips,Line D,2025-01-11 00:00:00,Jan-2025,Divya N.,6531.0,10000,PASS,32.0,500,PASS,5.9,10,PASS,pass ,Suresh B.
MCR-0671,BCH-2023-0671,Masala Peanuts,Line E,2025-01-12 00:00:00,Jan-2025,Suresh B.,41290.0,10000,FAIL,354.0,500,PASS,5.9,10,PASS,FAIL,Ramesh K.
MCR-0672,BCH-2023-0672,Tapioca Crisps,Line F,2025-01-13 00:00:00,Jan-2025,Leena D.,5712.0,10000,PASS,,500,PASS,6.0,10,PASS,PASS,Priya S.
MCR-0673,BCH-2023-0673,Jackfruit Chips,Line A,2025-01-14 00:00:00,Jan-2025,Sagar A.,27756.0,10000,FAIL,378.0,500,PASS,6.1,10,PASS,FAIL,Anand M.
MCR-0674,BCH-2023-0674,Okra Chips,Line B,2025-01-19 00:00:00,Jan-2025,Priya S.,5163.0,10000,PASS,142.0,500,PASS,2.8,10,PASS,PASS,Sagar A.
MCR-0675,BCH-2023-0675,Roasted Corn,Line C,2025-01-20 00:00:00,Jan-2025,Anand M.,-999.0,10000,FAIL,5787.0,500,FAIL,6.5,10,PASS,FAIL,Divya N.
MCR-0676,BCH-2023-0676,Chickpea Snacks,Line D,2025-01-21 00:00:00,Jan-2025,Meena R.,2144.0,10000,PASS,323.0,500,PASS,7.2,10,PASS,PASS,Karthik V.
MCR-0677,BCH-2023-0677,Banana Chips,Line E,2025-01-23 00:00:00,Jan-2025,Karthik V.,1636.0,10000,PASS,84.0,500,PASS,2.4,10,PASS,PASS,Meena R.
MCR-0678,BCH-2023-0678,  Sweet Potato Chips ,Line F,2025-01-24 00:00:00,Jan-2025,Divya N.,33320.0,10000,FAIL,391.0,500,PASS,1.8,10,PASS,FAIL,Suresh B.
MCR-0679,BCH-2023-0679,Masala Peanuts,Line A,2025-01-25 00:00:00,Jan-2025,Suresh B.,5303.0,10000,PASS,32.0,500,PASS,4.8,10,PASS,PASS,Ramesh K.
MCR-0680,BCH-2023-0680,  Tapioca Crisps ,Line B,2025-01-27 00:00:00,Jan-2025,Leena D.,6461.0,10000,PASS,93.0,500,PASS,5.1,10,PASS,P ASS,Priya S.
MCR-0681,BCH-2023-0681,Jackfruit Chips,Line C,2025-01-28 00:00:00,Jan-2025,Sagar A.,3265.0,10000,PASS,232.0,500,PASS,3.7,10,PASS,PASS,Anand M.
MCR-0682,BCH-2023-0682,Okra Chips,Line D,2025-01-29 00:00:00,Jan-2025,Priya S.,3083.0,10000,PASS,70.0,500,PASS,4.8,10,PASS,PASS,Sagar A.
MCR-0683,BCH-2023-0683,Roasted Corn,Line E,2025-01-31 00:00:00,Jan-2025,Anand M.,534.0,10000,PASS,3061.0,500,FAIL,2.1,10,PASS,fail,Divya N.
MCR-0684,BCH-2023-0684,Chickpea Snacks,Line F,2025-02-02 00:00:00,Feb-2025,Meena R.,3769.0,10000,PASS,326.0,500,PASS,5.0,10,PASS,PASS,Karthik V.
MCR-0685,BCH-2023-0685,Banana Chips,Line A,2025-02-03 00:00:00,Feb-2025,Karthik V.,933.0,10000,PASS,191.0,500,PASS,0.9,10,PASS,PASS,Meena R.
MCR-0686,BCH-2023-0686,Sweet Potato Chips,Line B,2025-02-04 00:00:00,Feb-2025,Divya N.,580.0,10000,PASS,196.0,500,PASS,3.2,10,PASS,pass ,Suresh B.
MCR-0687,BCH-2023-0687,Masala Peanuts,Line C,2025-02-05 00:00:00,Feb-2025,Suresh B.,1793.0,10000,PASS,194.0,500,PASS,2.1,10,PASS,PASS,Ramesh K.
MCR-0688,BCH-2023-0688,Tapioca Crisps,Line D,2025-02-06 00:00:00,Feb-2025,Leena D.,3746.0,10000,PASS,202.0,500,PASS,3.5,10,PASS,PASS,Priya S.
MCR-0689,BCH-2023-0689,Jackfruit Chips,Line E,2025-02-07 00:00:00,Feb-2025,Sagar A.,772.0,10000,PASS,222.0,500,PASS,3.0,10,PASS,PASS,Anand M.
MCR-0690,BCH-2023-0690,Okra Chips,Line F,2025-02-08 00:00:00,Feb-2025,Priya S.,2710.0,10000,PASS,87.0,500,PASS,7.3,10,PASS,PASS,Sagar A.
MCR-0691,BCH-2023-0691,Roasted Corn,Line A,2025-02-11 00:00:00,Feb-2025,Anand M.,1786.0,10000,PASS,156.0,500,PASS,88888.0,10,PASS,PAAS,Divya N.
MCR-0692,BCH-2023-0692,Chickpea Snacks,Line B,2025-02-12 00:00:00,Feb-2025,Meena R.,7654.0,10000,PASS,71.0,500,PASS,4.7,10,PASS,PASS,Karthik V.
MCR-0693,BCH-2023-0693,Banana Chips,Line C,2025-02-13 00:00:00,Feb-2025,Karthik V.,1725.0,10000,PASS,369.0,500,PASS,4.4,10,PASS,PASS,Meena R.
MCR-0694,BCH-2023-0694,Sweet Potato Chips,Line D,2025-02-14 00:00:00,Feb-2025,Divya N.,1266.0,10000,PASS,401.0,500,PASS,0.3,10,PASS,pass ,Suresh B.
MCR-0695,BCH-2023-0695,Masala Peanuts,Line E,2025-02-15 00:00:00,Feb-2025,Suresh B.,6924.0,10000,PASS,226.0,500,PASS,3.9,10,PASS,PASS,Ramesh K.
MCR-0696,BCH-2023-0696,Tapioca Crisps,Line F,2025-02-16 00:00:00,Feb-2025,Leena D.,6202.0,10000,PASS,314.0,500,PASS,6.0,10,PASS,PASS,Priya S.
MCR-0697,BCH-2023-0697,Jackfruit Chips,Line A,2025-02-17 00:00:00,Feb-2025,Sagar A.,49676.0,10000,FAIL,274.0,500,PASS,3.1,10,PASS,F-Line Error,Anand M.
MCR-0698,BCH-2023-0698,Okra Chips,Line B,2025-02-18 00:00:00,Feb-2025,Priya S.,8038.0,10000,PASS,355.0,500,PASS,5.9,10,PASS,PAAS,Sagar A.
MCR-0699,BCH-2023-0699,Roasted Corn,Line C,2025-02-19 00:00:00,Feb-2025,Anand M.,5379.0,10000,PASS,17.0,500,PASS,3.1,10,PASS,PASS,Divya N.
MCR-0700,BCH-2023-0700,Chickpea Snacks,Line D,2025-02-20 00:00:00,Feb-2025,Meena R.,1908.0,10000,PASS,26.0,500,PASS,3.0,10,PASS,PASS,Karthik V.
MCR-0701,BCH-2023-0701,Banana Chips,Line E,2025-02-21 00:00:00,Feb-2025,Karthik V.,8327.0,10000,PASS,196.0,500,PASS,5.8,10,PASS,PASS,Meena R.
MCR-0702,BCH-2023-0702,Sweet Potato Chips,Line F,2025-02-22 00:00:00,Feb-2025,Divya N.,7171.0,10000,PASS,274.0,500,PASS,1.0,10,PASS,PASS,Suresh B.
MCR-0703,BCH-2023-0703,Masala Peanuts,Line A,2025-02-24 00:00:00,Feb-2025,Suresh B.,3756.0,10000,PASS,334.0,500,PASS,2.6,10,PASS,PASS,Ramesh K.
MCR-0704,BCH-2023-0704,  Tapioca Crisps ,Line B,2025-03-01 00:00:00,Feb-2025,Leena D.,479.0,10000,PASS,367.0,500,PASS,6.9,10,PASS,PASS,Priya S.
MCR-0705,BCH-2023-0705,  Jackfruit Chips ,Line C,2025-03-02 00:00:00,Mar-2025,Sagar A.,2189.0,10000,PASS,315.0,500,PASS,6.7,10,PASS,PASS,Anand M.
MCR-0706,BCH-2023-0706,Okra Chips,Line D,2025-03-03 00:00:00,Mar-2025,Priya S.,5800.0,10000,PASS,83.0,500,PASS,0.6,10,PASS,PASS,Sagar A.
MCR-0707,BCH-2023-0707,  Roasted Corn ,Line E,2025-03-04 00:00:00,Mar-2025,Anand M.,7694.0,10000,PASS,136.0,500,PASS,2.0,10,PASS,PASS,Divya N.
MCR-0708,BCH-2023-0708,Chickpea Snacks,Line F,2025-03-05 00:00:00,Mar-2025,Meena R.,1584.0,10000,PASS,83.0,500,PASS,0.5,10,PASS,PASS,Karthik V.
MCR-0709,BCH-2023-0709,Banana Chips,Line A,2025-03-08 00:00:00,Mar-2025,Karthik V.,2855.0,10000,PASS,329.0,500,PASS,7.4,10,PASS,PASS,Meena R.
MCR-0710,BCH-2023-0710,  Sweet Potato Chips ,Line B,2025-03-09 00:00:00,Mar-2025,Divya N.,1694.0,10000,PASS,130.0,500,PASS,4.1,10,PASS,PASS,Suresh B.
MCR-0711,BCH-2023-0711,Masala Peanuts,Line C,2025-03-10 00:00:00,Mar-2025,Suresh B.,2892.0,10000,PASS,385.0,500,PASS,1.7,10,PASS,PASS,Ramesh K.
MCR-0712,BCH-2023-0712,Tapioca Crisps,Line D,2025-03-17 00:00:00,Mar-2025,Leena D.,47018.0,10000,FAIL,2732.0,500,FAIL,1.1,10,PASS,FAIL,Priya S.
MCR-0713,BCH-2023-0713,Jackfruit Chips,Line E,2025-03-19 00:00:00,Mar-2025,Sagar A.,5120.0,10000,PASS,49.0,500,PASS,3.1,10,PASS,PASS,Anand M.
MCR-0714,BCH-2023-0714,Okra Chips,Line F,2025-03-24 00:00:00,Mar-2025,Priya S.,13188.0,10000,FAIL,243.0,500,PASS,8.5,10,PASS,FAIL,Sagar A.
MCR-0715,BCH-2023-0715,Roasted Corn,Line A,2025-03-25 00:00:00,Mar-2025,Anand M.,4815.0,10000,PASS,397.0,500,PASS,2.3,10,PASS,PAAS,Divya N.
MCR-0716,BCH-2023-0716,Chickpea Snacks,Line B,2025-03-26 00:00:00,Mar-2025,Meena R.,5954.0,10000,PASS,353.0,500,PASS,4.9,10,PASS,PASS,Karthik V.
MCR-0717,BCH-2023-0717,Banana Chips,Line C,2025-03-27 00:00:00,Mar-2025,Karthik V.,-999.0,10000,PASS,71.0,500,PASS,6.9,10,PASS,PASS,Meena R.
MCR-0718,BCH-2023-0718,Sweet Potato Chips,Line D,2025-03-28 00:00:00,Mar-2025,Divya N.,3905.0,10000,PASS,118.0,500,PASS,,10,PASS,PASS,Suresh B.
MCR-0719,BCH-2023-0719,Masala Peanuts,Line E,2025-03-29 00:00:00,Mar-2025,Suresh B.,2164.0,10000,PASS,138.0,500,PASS,5.3,10,PASS,PASSS,Ramesh K.
MCR-0720,BCH-2023-0720,Tapioca Crisps,Line F,2025-03-30 00:00:00,Mar-2025,Leena D.,1893.0,10000,PASS,,500,PASS,1.7,10,PASS,PASS,Priya S.
MCR-0721,BCH-2023-0721,Jackfruit Chips,Line A,2025-03-31 00:00:00,Mar-2025,Sagar A.,5566.0,10000,PASS,,500,PASS,2.1,10,PASS,PASS,Anand M.
MCR-0722,BCH-2023-0722,Okra Chips,Line B,2025-04-01 00:00:00,Mar-2025,Priya S.,6381.0,10000,PASS,79.0,500,PASS,2.9,10,PASS,PASS,Sagar A.
MCR-0723,BCH-2023-0723,Roasted Corn,Line C,2025-04-06 00:00:00,Apr-2025,Anand M.,6027.0,10000,PASS,176.0,500,PASS,7.3,10,PASS,PASS,Divya N.
MCR-0724,BCH-2023-0724,  Chickpea Snacks ,Line D,2025-04-07 00:00:00,Apr-2025,Meena R.,7888.0,10000,PASS,184.0,500,PASS,,10,PASS,PASS,Karthik V.
MCR-0725,BCH-2023-0725,Banana Chips,Line E,2025-04-08 00:00:00,Apr-2025,Karthik V.,351.0,10000,PASS,328.0,500,PASS,2.7,10,PASS,PASS,Meena R.
MCR-0726,BCH-2023-0726,Sweet Potato Chips,Line F,2025-04-09 00:00:00,Apr-2025,Divya N.,8468.0,10000,PASS,295.0,500,PASS,5.9,10,PASS,PASS,Suresh B.
MCR-0727,BCH-2023-0727,Masala Peanuts,Line A,2025-04-10 00:00:00,Apr-2025,Suresh B.,4525.0,10000,PASS,34.0,500,PASS,2.4,10,PASS,PASS,Ramesh K.
MCR-0728,BCH-2023-0728,Tapioca Crisps,Line B,2025-04-13 00:00:00,Apr-2025,Leena D.,491.0,10000,PASS,8.0,500,PASS,4.2,10,PASS,PASS,Priya S.
MCR-0729,BCH-2023-0729,Jackfruit Chips,Line C,2025-04-14 00:00:00,Apr-2025,Sagar A.,6129.0,10000,PASS,5.0,500,PASS,4.4,10,PASS,PASS,Anand M.
MCR-0730,BCH-2023-0730,Okra Chips,Line D,2025-04-15 00:00:00,Apr-2025,Priya S.,1943.0,10000,PASS,265.0,500,PASS,3.0,10,PASS,PASS,Sagar A.
MCR-0731,BCH-2023-0731,  Roasted Corn ,Line E,2025-04-16 00:00:00,Apr-2025,Anand M.,3187.0,10000,PASS,12.0,500,PASS,1.2,10,PASS,PASS,Divya N.
MCR-0732,BCH-2023-0732,Chickpea Snacks,Line F,2025-04-17 00:00:00,Apr-2025,Meena R.,1802.0,10000,PASS,320.0,500,PASS,5.7,10,PASS,PASSS,Karthik V.
MCR-0733,BCH-2023-0733,Banana Chips,Line A,2025-04-18 00:00:00,Apr-2025,Karthik V.,1846.0,10000,PASS,370.0,500,PASS,2.9,10,PASS,PASS,Meena R.
MCR-0734,BCH-2023-0734,Sweet Potato Chips,Line B,2025-04-20 00:00:00,Apr-2025,Divya N.,4504.0,10000,PASS,323.0,500,PASS,4.6,10,PASS,PASS,Suresh B.
MCR-0735,BCH-2023-0735,Masala Peanuts,Line C,2025-04-21 00:00:00,Apr-2025,Suresh B.,7556.0,10000,PASS,104.0,500,PASS,1.3,10,PASS,PASS,Ramesh K.
MCR-0736,BCH-2023-0736,Tapioca Crisps,Line D,2025-04-22 00:00:00,Apr-2025,Leena D.,52192.0,10000,FAIL,198.0,500,PASS,4.8,10,PASS,fail,Priya S.
MCR-0737,BCH-2023-0737,Jackfruit Chips,Line E,2025-04-24 00:00:00,Apr-2025,Sagar A.,37230.0,10000,FAIL,3534.0,500,FAIL,0.6,10,PASS,fail,Anand M.
MCR-0738,BCH-2023-0738,Okra Chips,Line F,2025-04-27 00:00:00,Apr-2025,Priya S.,6922.0,10000,PASS,273.0,500,PASS,6.5,10,PASS,PASS,Sagar A.
MCR-0739,BCH-2023-0739,Roasted Corn,Line A,2025-04-28 00:00:00,Apr-2025,Anand M.,3300.0,10000,PASS,30.0,500,PASS,6.1,10,PASS,PASS,Divya N.
MCR-0740,BCH-2023-0740,Chickpea Snacks,Line B,2025-04-30 00:00:00,Apr-2025,Meena R.,5306.0,10000,PASS,331.0,500,PASS,2.3,10,PASS,PASSS,Karthik V.
MCR-0741,BCH-2023-0741,Banana Chips,Line C,2025-05-01 00:00:00,Apr-2025,Karthik V.,4130.0,10000,PASS,429.0,500,PASS,1.9,10,PASS,PASS,Meena R.
MCR-0742,BCH-2023-0742,Sweet Potato Chips,Line D,2025-05-02 00:00:00,May-2025,Divya N.,4440.0,10000,PASS,35.0,500,PASS,3.8,10,PASS,PASS,Suresh B.
MCR-0743,BCH-2023-0743,Masala Peanuts,Line E,2025-05-03 00:00:00,May-2025,Suresh B.,3378.0,10000,PASS,203.0,500,PASS,1.1,10,PASS,PASS,Ramesh K.
MCR-0744,BCH-2023-0744,  Tapioca Crisps ,Line F,2025-05-04 00:00:00,May-2025,Leena D.,325.0,10000,PASS,193.0,500,PASS,6.0,10,PASS,PASS,Priya S.
MCR-0745,BCH-2023-0745,Jackfruit Chips,Line A,2025-05-06 00:00:00,May-2025,Sagar A.,3838.0,10000,PASS,202.0,500,PASS,1.9,10,PASS,PAAS,Anand M.
MCR-0746,BCH-2023-0746,Okra Chips,Line B,2025-05-08 00:00:00,May-2025,Priya S.,1251.0,10000,PASS,134.0,500,PASS,88888.0,10,PASS,PASS,Sagar A.
MCR-0747,BCH-2023-0747,Roasted Corn,Line C,2025-05-13 00:00:00,May-2025,Anand M.,6695.0,10000,PASS,364.0,500,PASS,1.8,10,PASS,PASS,Divya N.
MCR-0748,BCH-2023-0748,Chickpea Snacks,Line D,2025-05-15 00:00:00,May-2025,Meena R.,2328.0,10000,PASS,236.0,500,PASS,4.9,10,PASS,PASS,Karthik V.
MCR-0749,BCH-2023-0749,Banana Chips,Line E,2025-05-16 00:00:00,May-2025,Karthik V.,1731.0,10000,PASS,315.0,500,PASS,1.2,10,PASS,PASS,Meena R.
MCR-0750,BCH-2023-0750,Sweet Potato Chips,Line F,2025-05-17 00:00:00,May-2025,Divya N.,5011.0,10000,PASS,81.0,500,PASS,6.0,10,PASS,PASSS,Suresh B.
MCR-0751,BCH-2023-0751,Masala Peanuts,Line A,2025-05-18 00:00:00,May-2025,Suresh B.,-999.0,10000,PASS,246.0,500,PASS,5.2,10,PASS,PASS,Ramesh K.
MCR-0752,BCH-2023-0752,Tapioca Crisps,Line B,2025-05-23 00:00:00,May-2025,Leena D.,7562.0,10000,PASS,275.0,500,PASS,5.5,10,PASS,PASS,Priya S.
MCR-0753,BCH-2023-0753,Jackfruit Chips,Line C,2025-05-24 00:00:00,May-2025,Sagar A.,8293.0,10000,PASS,307.0,500,PASS,1.2,10,PASS,PASS,Anand M.
MCR-0754,BCH-2023-0754,Okra Chips,Line D,2025-05-25 00:00:00,May-2025,Priya S.,5638.0,10000,PASS,405.0,500,PASS,7.2,10,PASS,PASS,Sagar A.
MCR-0755,BCH-2023-0755,Roasted Corn,Line E,2025-05-26 00:00:00,May-2025,Anand M.,2020.0,10000,PASS,218.0,500,PASS,0.6,10,PASS,PASS,Divya N.
MCR-0756,BCH-2023-0756,  Chickpea Snacks ,Line F,2025-05-27 00:00:00,May-2025,Meena R.,6302.0,10000,PASS,294.0,500,PASS,6.4,10,PASS,PASS,Karthik V.
MCR-0757,BCH-2023-0757,Banana Chips,Line A,2025-05-30 00:00:00,May-2025,Karthik V.,764.0,10000,PASS,101.0,500,PASS,3.0,10,PASS,PAAS,Meena R.
MCR-0758,BCH-2023-0758,Sweet Potato Chips,Line B,2025-05-31 00:00:00,May-2025,Divya N.,2584.0,10000,PASS,80.0,500,PASS,0.9,10,PASS,PASS,Suresh B.
MCR-0759,BCH-2023-0759,Masala Peanuts,Line C,2025-06-01 00:00:00,May-2025,Suresh B.,1786.0,10000,PASS,407.0,500,PASS,1.2,10,PASS,PASS,Ramesh K.
MCR-0760,BCH-2023-0760,Tapioca Crisps,Line D,2025-06-02 00:00:00,Jun-2025,Leena D.,1529.0,10000,PASS,1475.0,500,FAIL,6.4,10,PASS,FAIL,Priya S.
MCR-0761,BCH-2023-0761,Jackfruit Chips,Line E,2025-06-03 00:00:00,Jun-2025,Sagar A.,39631.0,10000,FAIL,,500,PASS,6.0,10,PASS,FAIL,Anand M.
MCR-0762,BCH-2023-0762,Okra Chips,Line F,2025-06-04 00:00:00,Jun-2025,Priya S.,8358.0,10000,PASS,105.0,500,PASS,3.1,10,PASS,PASS,Sagar A.
MCR-0763,BCH-2023-0763,Roasted Corn,Line A,2025-06-05 00:00:00,Jun-2025,Anand M.,8666.0,10000,PASS,421.0,500,PASS,2.4,10,PASS,pass ,Divya N.
MCR-0764,BCH-2023-0764,Chickpea Snacks,Line B,2025-06-08 00:00:00,Jun-2025,Meena R.,1010.0,10000,PASS,101.0,500,PASS,,10,PASS,PASS,Karthik V.
MCR-0765,BCH-2023-0765,Banana Chips,Line C,2025-06-10 00:00:00,Jun-2025,Karthik V.,,10000,PASS,153.0,500,PASS,3.4,10,PASS,PASS,Meena R.
MCR-0766,BCH-2023-0766,Sweet Potato Chips,Line D,2025-06-12 00:00:00,Jun-2025,Divya N.,2586.0,10000,PASS,364.0,500,PASS,2.9,10,PASS,PASS,Suresh B.
MCR-0767,BCH-2023-0767,Masala Peanuts,Line E,2025-06-14 00:00:00,Jun-2025,Suresh B.,6292.0,10000,PASS,180.0,500,PASS,3.9,10,PASS,PASS,Ramesh K.
MCR-0768,BCH-2023-0768,Tapioca Crisps,Line F,2025-06-15 00:00:00,Jun-2025,Leena D.,886.0,10000,PASS,284.0,500,PASS,1.7,10,PASS,PASS,Priya S.
MCR-0769,BCH-2023-0769,  Jackfruit Chips ,Line A,2025-06-17 00:00:00,Jun-2025,Sagar A.,7280.0,10000,PASS,,500,PASS,1.0,10,PASS,PASS,Anand M.
MCR-0770,BCH-2023-0770,  Okra Chips ,Line B,2025-06-18 00:00:00,Jun-2025,Priya S.,3044.0,10000,PASS,139.0,500,PASS,6.2,10,PASS,PASS,Sagar A.
MCR-0771,BCH-2023-0771,Roasted Corn,Line C,2025-06-19 00:00:00,Jun-2025,Anand M.,7699.0,10000,PASS,113.0,500,PASS,2.3,10,PASS,PASS,Divya N.
MCR-0772,BCH-2023-0772,Chickpea Snacks,Line D,2025-06-20 00:00:00,Jun-2025,Meena R.,35913.0,10000,FAIL,355.0,500,PASS,,10,PASS,FAIL,Karthik V.
MCR-0773,BCH-2023-0773,Banana Chips,Line E,2025-06-23 00:00:00,Jun-2025,Karthik V.,1512.0,10000,PASS,282.0,500,PASS,4.6,10,PASS,PASS,Meena R.
MCR-0774,BCH-2023-0774,Sweet Potato Chips,Line F,2025-06-26 00:00:00,Jun-2025,Divya N.,8687.0,10000,PASS,98.0,500,PASS,5.8,10,PASS,PASS,Suresh B.
MCR-0775,BCH-2023-0775,Masala Peanuts,Line A,2025-06-27 00:00:00,Jun-2025,Suresh B.,4951.0,10000,PASS,310.0,500,PASS,2.0,10,PASS,PASS,Ramesh K.
MCR-0776,BCH-2023-0776,Tapioca Crisps,Line B,2025-07-04 00:00:00,Jul-2025,Leena D.,5817.0,10000,PASS,323.0,500,PASS,4.6,10,PASS,PASS,Priya S.
MCR-0777,BCH-2023-0777,Jackfruit Chips,Line C,2025-07-05 00:00:00,Jul-2025,Sagar A.,5072.0,10000,PASS,104.0,500,PASS,5.6,10,PASS,PASS,Anand M.
MCR-0778,BCH-2023-0778,Okra Chips,Line D,2025-07-07 00:00:00,Jul-2025,Priya S.,3616.0,10000,PASS,2437.0,500,FAIL,3.1,10,PASS,FAIL,Sagar A.
MCR-0779,BCH-2023-0779,Roasted Corn,Line E,2025-07-10 00:00:00,Jul-2025,Anand M.,7541.0,10000,PASS,134.0,500,PASS,2.2,10,PASS,PASS,Divya N.
MCR-0780,BCH-2023-0780,Chickpea Snacks,Line F,2025-07-11 00:00:00,Jul-2025,Meena R.,6461.0,10000,PASS,251.0,500,PASS,1.1,10,PASS,pass ,Karthik V.
MCR-0781,BCH-2023-0781,Banana Chips,Line A,2025-07-12 00:00:00,Jul-2025,Karthik V.,4766.0,10000,PASS,461.0,500,PASS,7.4,10,PASS,PASS,Meena R.
MCR-0782,BCH-2023-0782,Sweet Potato Chips,Line B,2025-07-14 00:00:00,Jul-2025,Divya N.,5566.0,10000,PASS,278.0,500,PASS,2.9,10,PASS,PASS,Suresh B.
