PC_Test_ID,Batch_ID,Product,Production_Line,Test_Date,Month_Year,Analyst,pH_Value,pH_Min,pH_Max,pH_Result,Moisture_Pct,Moisture_Limit,Moisture_Result,Purity_Pct,Purity_Min,Purity_Result,Overall_Status
PHY-0280,BCH-2022-0280,Tapioca Crisps,Line D,2023-04-09 00:00:00,Apr-2023,Sagar A.,4.6,4.5,6.5,PASS,2.07,3.5,PASS,95.3,92,PASS,PASS
PHY-0281,BCH-2022-0281,Jackfruit Chips,Line E,2023-04-14 00:00:00,Apr-2023,Priya S.,6.19,4.5,6.5,PASS,1.51,3.5,PASS,97.8,92,PASS,PASS
PHY-0282,BCH-2022-0282,Okra Chips,Line F,2023-04-15 00:00:00,Apr-2023,Anand M.,4.94,4.5,6.5,PASS,2.91,3.5,PASS,98.7,92,PASS,PASS
PHY-0283,BCH-2022-0283,Roasted Corn,Line A,2023-04-16 00:00:00,Apr-2023,Meena R.,5.46,4.5,6.5,PASS,2.58,3.5,PASS,98.0,92,PASS,PASS
PHY-0284,BCH-2022-0284,Chickpea Snacks,Line B,2023-04-18 00:00:00,Apr-2023,Karthik V.,6.11,4.5,6.5,PASS,1.32,3.5,PASS,95.0,92,PASS,PASS
PHY-0285,BCH-2022-0285,Banana Chips,Line C,2023-04-23 00:00:00,Apr-2023,Divya N.,4.81,4.5,6.5,PASS,1.79,3.5,PASS,85.9,92,FAIL,FAIL
PHY-0286,BCH-2022-0286,Sweet Potato Chips,Line D,2023-04-24 00:00:00,Apr-2023,Suresh B.,4.75,4.5,6.5,PASS,1.17,3.5,PASS,98.5,92,PASS,PASS
PHY-0287,BCH-2022-0287,Masala Peanuts,Line E,2023-04-29 00:00:00,Apr-2023,Leena D.,4.89,4.5,6.5,PASS,1.36,3.5,PASS,94.5,92,PASS,PASS
PHY-0288,BCH-2022-0288,Tapioca Crisps,Line F,2023-04-30 00:00:00,Apr-2023,Sagar A.,5.7,4.5,6.5,PASS,2.74,3.5,PASS,93.7,92,PASS,PASS
PHY-0289,BCH-2022-0289,Jackfruit Chips,Line A,2023-05-01 00:00:00,Apr-2023,Priya S.,5.27,4.5,6.5,PASS,3.06,3.5,PASS,97.7,92,PASS,PASS
PHY-0290,BCH-2022-0290,Okra Chips,Line B,2023-05-04 00:00:00,May-2023,Anand M.,6.01,4.5,6.5,PASS,2.95,3.5,PASS,94.3,92,PASS,PASS
PHY-0291,BCH-2022-0291,Roasted Corn,Line C,2023-05-05 00:00:00,May-2023,Meena R.,4.72,4.5,6.5,PASS,2.15,3.5,PASS,96.0,92,PASS,PASS
PHY-0292,BCH-2022-0292,Chickpea Snacks,Line D,2023-05-07 00:00:00,May-2023,Karthik V.,5.34,4.5,6.5,PASS,1.41,3.5,PASS,95.1,92,PASS,PASS
PHY-0293,BCH-2022-0293,Banana Chips,Line E,2023-05-08 00:00:00,May-2023,Divya N.,4.87,4.5,6.5,PASS,2.51,3.5,PASS,97.5,92,PASS,PASS
PHY-0294,BCH-2022-0294,Sweet Potato Chips,Line F,2023-05-09 00:00:00,May-2023,Suresh B.,4.98,4.5,6.5,PASS,2.2,3.5,PASS,93.2,92,PASS,PASS
PHY-0295,BCH-2022-0295,Masala Peanuts,Line A,2023-05-10 00:00:00,May-2023,Leena D.,5.43,4.5,6.5,PASS,2.84,3.5,PASS,93.4,92,PASS,PASS
PHY-0296,BCH-2022-0296,Tapioca Crisps,Line B,2023-05-11 00:00:00,May-2023,Sagar A.,6.34,4.5,6.5,PASS,1.72,3.5,PASS,92.8,92,PASS,PASS
PHY-0297,BCH-2022-0297,Jackfruit Chips,Line C,2023-05-12 00:00:00,May-2023,Priya S.,4.63,4.5,6.5,PASS,1.33,3.5,PASS,96.9,92,PASS,PASS
PHY-0298,BCH-2022-0298,Okra Chips,Line D,2023-05-14 00:00:00,May-2023,Anand M.,4.86,4.5,6.5,PASS,2.18,3.5,PASS,95.7,92,PASS,PASS
PHY-0299,BCH-2022-0299,Roasted Corn,Line E,2023-05-15 00:00:00,May-2023,Meena R.,5.33,4.5,6.5,PASS,4.53,3.5,FAIL,92.6,92,PASS,FAIL
PHY-0300,BCH-2022-0300,Chickpea Snacks,Line F,2023-05-16 00:00:00,May-2023,Karthik V.,5.51,4.5,6.5,PASS,0.92,3.5,PASS,98.6,92,PASS,PASS
PHY-0301,BCH-2022-0301,Banana Chips,Line A,2023-05-17 00:00:00,May-2023,Divya N.,5.32,4.5,6.5,PASS,1.41,3.5,PASS,93.2,92,PASS,PASS
PHY-0302,BCH-2022-0302,Sweet Potato Chips,Line B,2023-05-18 00:00:00,May-2023,Suresh B.,5.99,4.5,6.5,PASS,1.53,3.5,PASS,94.3,92,PASS,PASS
PHY-0303,BCH-2022-0303,Masala Peanuts,Line C,2023-05-20 00:00:00,May-2023,Leena D.,6.18,4.5,6.5,PASS,2.65,3.5,PASS,96.0,92,PASS,PASS
PHY-0304,BCH-2022-0304,Tapioca Crisps,Line D,2023-05-21 00:00:00,May-2023,Sagar A.,5.0,4.5,6.5,PASS,1.75,3.5,PASS,97.3,92,PASS,PASS
PHY-0305,BCH-2022-0305,Jackfruit Chips,Line E,2023-05-22 00:00:00,May-2023,Priya S.,5.44,4.5,6.5,PASS,2.51,3.5,PASS,94.2,92,PASS,PASS
PHY-0306,BCH-2022-0306,Okra Chips,Line F,2023-05-23 00:00:00,May-2023,Anand M.,5.24,4.5,6.5,PASS,1.76,3.5,PASS,97.6,92,PASS,PASS
PHY-0307,BCH-2022-0307,Roasted Corn,Line A,2023-05-24 00:00:00,May-2023,Meena R.,3.45,4.5,6.5,FAIL,6.26,3.5,FAIL,96.1,92,PASS,FAIL
PHY-0308,BCH-2022-0308,Chickpea Snacks,Line B,2023-05-25 00:00:00,May-2023,Karthik V.,5.73,4.5,6.5,PASS,3.2,3.5,PASS,96.0,92,PASS,PASS
PHY-0309,BCH-2022-0309,Banana Chips,Line C,2023-05-26 00:00:00,May-2023,Divya N.,4.5,4.5,6.5,PASS,1.29,3.5,PASS,97.9,92,PASS,PASS
PHY-0310,BCH-2022-0310,Sweet Potato Chips,Line D,2023-05-29 00:00:00,May-2023,Suresh B.,3.54,4.5,6.5,FAIL,1.64,3.5,PASS,98.3,92,PASS,FAIL
PHY-0311,BCH-2022-0311,Masala Peanuts,Line E,2023-05-31 00:00:00,May-2023,Leena D.,5.48,4.5,6.5,PASS,1.17,3.5,PASS,98.3,92,PASS,PASS
PHY-0312,BCH-2022-0312,Tapioca Crisps,Line F,2023-06-02 00:00:00,Jun-2023,Sagar A.,4.87,4.5,6.5,PASS,2.99,3.5,PASS,93.2,92,PASS,PASS
PHY-0313,BCH-2022-0313,Jackfruit Chips,Line A,2023-06-05 00:00:00,Jun-2023,Priya S.,6.19,4.5,6.5,PASS,2.74,3.5,PASS,93.8,92,PASS,PASS
PHY-0314,BCH-2022-0314,Okra Chips,Line B,2023-06-07 00:00:00,Jun-2023,Anand M.,5.87,4.5,6.5,PASS,1.22,3.5,PASS,94.5,92,PASS,PASS
PHY-0315,BCH-2022-0315,Roasted Corn,Line C,2023-06-08 00:00:00,Jun-2023,Meena R.,4.17,4.5,6.5,FAIL,7.59,3.5,FAIL,93.5,92,PASS,FAIL
PHY-0316,BCH-2022-0316,Chickpea Snacks,Line D,2023-06-09 00:00:00,Jun-2023,Karthik V.,5.36,4.5,6.5,PASS,1.99,3.5,PASS,97.9,92,PASS,PASS
PHY-0317,BCH-2022-0317,Banana Chips,Line E,2023-06-10 00:00:00,Jun-2023,Divya N.,5.17,4.5,6.5,PASS,1.89,3.5,PASS,98.0,92,PASS,PASS
PHY-0318,BCH-2022-0318,Sweet Potato Chips,Line F,2023-06-11 00:00:00,Jun-2023,Suresh B.,4.26,4.5,6.5,FAIL,3.92,3.5,FAIL,92.5,92,PASS,FAIL
PHY-0319,BCH-2022-0319,Masala Peanuts,Line A,2023-06-14 00:00:00,Jun-2023,Leena D.,3.02,4.5,6.5,FAIL,2.04,3.5,PASS,92.2,92,PASS,FAIL
PHY-0320,BCH-2022-0320,Tapioca Crisps,Line B,2023-06-15 00:00:00,Jun-2023,Sagar A.,5.64,4.5,6.5,PASS,2.52,3.5,PASS,92.5,92,PASS,PASS
PHY-0321,BCH-2022-0321,Jackfruit Chips,Line C,2023-06-16 00:00:00,Jun-2023,Priya S.,5.07,4.5,6.5,PASS,1.06,3.5,PASS,96.1,92,PASS,PASS
PHY-0322,BCH-2022-0322,Okra Chips,Line D,2023-06-17 00:00:00,Jun-2023,Anand M.,5.42,4.5,6.5,PASS,4.98,3.5,FAIL,96.6,92,PASS,FAIL
PHY-0323,BCH-2022-0323,Roasted Corn,Line E,2023-06-18 00:00:00,Jun-2023,Meena R.,5.41,4.5,6.5,PASS,3.0,3.5,PASS,95.8,92,PASS,PASS
PHY-0324,BCH-2022-0324,Chickpea Snacks,Line F,2023-06-19 00:00:00,Jun-2023,Karthik V.,6.29,4.5,6.5,PASS,2.7,3.5,PASS,93.4,92,PASS,PASS
PHY-0325,BCH-2022-0325,Banana Chips,Line A,2023-06-21 00:00:00,Jun-2023,Divya N.,4.16,4.5,6.5,FAIL,1.81,3.5,PASS,93.8,92,PASS,FAIL
PHY-0326,BCH-2022-0326,Sweet Potato Chips,Line B,2023-06-22 00:00:00,Jun-2023,Suresh B.,4.05,4.5,6.5,FAIL,5.71,3.5,FAIL,95.0,92,PASS,FAIL
PHY-0327,BCH-2022-0327,Masala Peanuts,Line C,2023-06-24 00:00:00,Jun-2023,Leena D.,5.25,4.5,6.5,PASS,1.69,3.5,PASS,95.3,92,PASS,PASS
PHY-0328,BCH-2022-0328,Tapioca Crisps,Line D,2023-06-26 00:00:00,Jun-2023,Sagar A.,4.53,4.5,6.5,PASS,1.32,3.5,PASS,84.1,92,FAIL,FAIL
PHY-0329,BCH-2022-0329,Jackfruit Chips,Line E,2023-06-27 00:00:00,Jun-2023,Priya S.,5.8,4.5,6.5,PASS,2.55,3.5,PASS,96.2,92,PASS,PASS
PHY-0330,BCH-2022-0330,Okra Chips,Line F,2023-06-28 00:00:00,Jun-2023,Anand M.,5.25,4.5,6.5,PASS,2.5,3.5,PASS,97.8,92,PASS,PASS
PHY-0331,BCH-2022-0331,Roasted Corn,Line A,2023-06-29 00:00:00,Jun-2023,Meena R.,6.05,4.5,6.5,PASS,1.5,3.5,PASS,93.2,92,PASS,PASS
PHY-0332,BCH-2022-0332,Chickpea Snacks,Line B,2023-07-01 00:00:00,Jun-2023,Karthik V.,5.8,4.5,6.5,PASS,1.48,3.5,PASS,96.8,92,PASS,PASS
PHY-0333,BCH-2022-0333,Banana Chips,Line C,2023-07-02 00:00:00,Jul-2023,Divya N.,5.51,4.5,6.5,PASS,1.92,3.5,PASS,96.5,92,PASS,PASS
PHY-0334,BCH-2022-0334,Sweet Potato Chips,Line D,2023-07-03 00:00:00,Jul-2023,Suresh B.,6.29,4.5,6.5,PASS,1.26,3.5,PASS,96.6,92,PASS,PASS
PHY-0335,BCH-2022-0335,Masala Peanuts,Line E,2023-07-04 00:00:00,Jul-2023,Leena D.,4.94,4.5,6.5,PASS,3.08,3.5,PASS,96.2,92,PASS,PASS
PHY-0336,BCH-2022-0336,Tapioca Crisps,Line F,2023-07-09 00:00:00,Jul-2023,Sagar A.,5.41,4.5,6.5,PASS,1.97,3.5,PASS,97.5,92,PASS,PASS
PHY-0337,BCH-2022-0337,Jackfruit Chips,Line A,2023-07-11 00:00:00,Jul-2023,Priya S.,4.89,4.5,6.5,PASS,3.16,3.5,PASS,94.8,92,PASS,PASS
PHY-0338,BCH-2022-0338,Okra Chips,Line B,2023-07-12 00:00:00,Jul-2023,Anand M.,5.01,4.5,6.5,PASS,3.59,3.5,FAIL,93.9,92,PASS,FAIL
PHY-0339,BCH-2022-0339,Roasted Corn,Line C,2023-07-14 00:00:00,Jul-2023,Meena R.,4.81,4.5,6.5,PASS,2.17,3.5,PASS,96.2,92,PASS,PASS
PHY-0340,BCH-2022-0340,Chickpea Snacks,Line D,2023-07-16 00:00:00,Jul-2023,Karthik V.,5.0,4.5,6.5,PASS,1.59,3.5,PASS,99.1,92,PASS,PASS
PHY-0341,BCH-2022-0341,Banana Chips,Line E,2023-07-17 00:00:00,Jul-2023,Divya N.,5.64,4.5,6.5,PASS,2.68,3.5,PASS,96.3,92,PASS,PASS
PHY-0342,BCH-2022-0342,Sweet Potato Chips,Line F,2023-07-20 00:00:00,Jul-2023,Suresh B.,4.94,4.5,6.5,PASS,3.26,3.5,PASS,92.6,92,PASS,PASS
PHY-0343,BCH-2022-0343,Masala Peanuts,Line A,2023-07-21 00:00:00,Jul-2023,Leena D.,5.19,4.5,6.5,PASS,2.44,3.5,PASS,95.8,92,PASS,PASS
PHY-0344,BCH-2022-0344,Tapioca Crisps,Line B,2023-07-23 00:00:00,Jul-2023,Sagar A.,5.97,4.5,6.5,PASS,2.2,3.5,PASS,98.3,92,PASS,PASS
PHY-0345,BCH-2022-0345,Jackfruit Chips,Line C,2023-07-24 00:00:00,Jul-2023,Priya S.,5.86,4.5,6.5,PASS,1.48,3.5,PASS,95.3,92,PASS,PASS
PHY-0346,BCH-2022-0346,Okra Chips,Line D,2023-07-25 00:00:00,Jul-2023,Anand M.,5.95,4.5,6.5,PASS,1.5,3.5,PASS,94.3,92,PASS,PASS
PHY-0347,BCH-2022-0347,Roasted Corn,Line E,2023-07-26 00:00:00,Jul-2023,Meena R.,5.5,4.5,6.5,PASS,3.06,3.5,PASS,96.1,92,PASS,PASS
PHY-0348,BCH-2022-0348,Chickpea Snacks,Line F,2023-07-27 00:00:00,Jul-2023,Karthik V.,5.56,4.5,6.5,PASS,3.69,3.5,FAIL,93.4,92,PASS,FAIL
PHY-0349,BCH-2022-0349,Banana Chips,Line A,2023-07-29 00:00:00,Jul-2023,Divya N.,3.97,4.5,6.5,FAIL,5.76,3.5,FAIL,94.6,92,PASS,FAIL
PHY-0350,BCH-2022-0350,Sweet Potato Chips,Line B,2023-07-30 00:00:00,Jul-2023,Suresh B.,4.53,4.5,6.5,PASS,3.11,3.5,PASS,97.6,92,PASS,PASS
PHY-0351,BCH-2022-0351,Masala Peanuts,Line C,2023-07-31 00:00:00,Jul-2023,Leena D.,4.74,4.5,6.5,PASS,3.04,3.5,PASS,93.5,92,PASS,PASS
PHY-0352,BCH-2022-0352,Tapioca Crisps,Line D,2023-08-01 00:00:00,Jul-2023,Sagar A.,5.43,4.5,6.5,PASS,1.84,3.5,PASS,95.7,92,PASS,PASS
PHY-0353,BCH-2022-0353,Jackfruit Chips,Line E,2023-08-02 00:00:00,Aug-2023,Priya S.,5.85,4.5,6.5,PASS,2.31,3.5,PASS,93.0,92,PASS,PASS
PHY-0354,BCH-2022-0354,Okra Chips,Line F,2023-08-03 00:00:00,Aug-2023,Anand M.,5.79,4.5,6.5,PASS,1.13,3.5,PASS,98.2,92,PASS,PASS
PHY-0355,BCH-2022-0355,Roasted Corn,Line A,2023-08-04 00:00:00,Aug-2023,Meena R.,6.28,4.5,6.5,PASS,2.66,3.5,PASS,94.5,92,PASS,PASS
PHY-0356,BCH-2022-0356,Chickpea Snacks,Line B,2023-08-06 00:00:00,Aug-2023,Karthik V.,4.81,4.5,6.5,PASS,2.64,3.5,PASS,93.7,92,PASS,PASS
PHY-0357,BCH-2022-0357,Banana Chips,Line C,2023-08-07 00:00:00,Aug-2023,Divya N.,6.3,4.5,6.5,PASS,1.88,3.5,PASS,96.1,92,PASS,PASS
PHY-0358,BCH-2022-0358,Sweet Potato Chips,Line D,2023-08-08 00:00:00,Aug-2023,Suresh B.,4.13,4.5,6.5,FAIL,5.61,3.5,FAIL,94.9,92,PASS,FAIL
PHY-0359,BCH-2022-0359,Masala Peanuts,Line E,2023-08-09 00:00:00,Aug-2023,Leena D.,5.5,4.5,6.5,PASS,2.58,3.5,PASS,96.8,92,PASS,PASS
PHY-0360,BCH-2022-0360,Tapioca Crisps,Line F,2023-08-11 00:00:00,Aug-2023,Sagar A.,4.96,4.5,6.5,PASS,3.4,3.5,PASS,96.3,92,PASS,PASS
PHY-0361,BCH-2022-0361,Jackfruit Chips,Line A,2023-08-12 00:00:00,Aug-2023,Priya S.,4.81,4.5,6.5,PASS,1.92,3.5,PASS,92.8,92,PASS,PASS
PHY-0362,BCH-2022-0362,Okra Chips,Line B,2023-08-13 00:00:00,Aug-2023,Anand M.,6.03,4.5,6.5,PASS,2.02,3.5,PASS,96.0,92,PASS,PASS
PHY-0363,BCH-2022-0363,Roasted Corn,Line C,2023-08-14 00:00:00,Aug-2023,Meena R.,5.22,4.5,6.5,PASS,2.33,3.5,PASS,95.9,92,PASS,PASS
PHY-0364,BCH-2022-0364,Chickpea Snacks,Line D,2023-08-15 00:00:00,Aug-2023,Karthik V.,5.67,4.5,6.5,PASS,3.11,3.5,PASS,97.2,92,PASS,PASS
PHY-0365,BCH-2022-0365,Banana Chips,Line E,2023-08-16 00:00:00,Aug-2023,Divya N.,5.97,4.5,6.5,PASS,2.03,3.5,PASS,95.9,92,PASS,PASS
PHY-0366,BCH-2022-0366,Sweet Potato Chips,Line F,2023-08-17 00:00:00,Aug-2023,Suresh B.,4.82,4.5,6.5,PASS,2.18,3.5,PASS,97.3,92,PASS,PASS
PHY-0367,BCH-2022-0367,Masala Peanuts,Line A,2023-08-18 00:00:00,Aug-2023,Leena D.,5.84,4.5,6.5,PASS,2.9,3.5,PASS,93.0,92,PASS,PASS
PHY-0368,BCH-2022-0368,Tapioca Crisps,Line B,2023-08-19 00:00:00,Aug-2023,Sagar A.,3.98,4.5,6.5,FAIL,3.08,3.5,PASS,95.1,92,PASS,FAIL
PHY-0369,BCH-2022-0369,Jackfruit Chips,Line C,2023-08-20 00:00:00,Aug-2023,Priya S.,5.84,4.5,6.5,PASS,3.27,3.5,PASS,95.3,92,PASS,PASS
PHY-0370,BCH-2022-0370,Okra Chips,Line D,2023-08-21 00:00:00,Aug-2023,Anand M.,6.23,4.5,6.5,PASS,1.12,3.5,PASS,97.8,92,PASS,PASS
PHY-0371,BCH-2022-0371,Roasted Corn,Line E,2023-08-22 00:00:00,Aug-2023,Meena R.,4.85,4.5,6.5,PASS,2.3,3.5,PASS,95.2,92,PASS,PASS
PHY-0372,BCH-2022-0372,Chickpea Snacks,Line F,2023-08-23 00:00:00,Aug-2023,Karthik V.,5.73,4.5,6.5,PASS,0.85,3.5,PASS,83.1,92,FAIL,FAIL
PHY-0373,BCH-2022-0373,Banana Chips,Line A,2023-08-24 00:00:00,Aug-2023,Divya N.,5.28,4.5,6.5,PASS,1.15,3.5,PASS,94.9,92,PASS,PASS
PHY-0374,BCH-2022-0374,Sweet Potato Chips,Line B,2023-08-26 00:00:00,Aug-2023,Suresh B.,5.05,4.5,6.5,PASS,1.92,3.5,PASS,98.9,92,PASS,PASS
PHY-0375,BCH-2022-0375,Masala Peanuts,Line C,2023-08-29 00:00:00,Aug-2023,Leena D.,4.22,4.5,6.5,FAIL,3.39,3.5,PASS,97.1,92,PASS,FAIL
PHY-0376,BCH-2022-0376,Tapioca Crisps,Line D,2023-09-01 00:00:00,Aug-2023,Sagar A.,5.35,4.5,6.5,PASS,1.49,3.5,PASS,98.5,92,PASS,PASS
PHY-0377,BCH-2022-0377,Jackfruit Chips,Line E,2023-09-03 00:00:00,Sep-2023,Priya S.,5.31,4.5,6.5,PASS,2.02,3.5,PASS,97.7,92,PASS,PASS
PHY-0378,BCH-2022-0378,Okra Chips,Line F,2023-09-04 00:00:00,Sep-2023,Anand M.,5.57,4.5,6.5,PASS,2.56,3.5,PASS,94.8,92,PASS,PASS
PHY-0379,BCH-2022-0379,Roasted Corn,Line A,2023-09-05 00:00:00,Sep-2023,Meena R.,5.76,4.5,6.5,PASS,3.24,3.5,PASS,97.6,92,PASS,PASS
PHY-0380,BCH-2022-0380,Chickpea Snacks,Line B,2023-09-06 00:00:00,Sep-2023,Karthik V.,4.8,4.5,6.5,PASS,1.3,3.5,PASS,93.3,92,PASS,PASS
PHY-0381,BCH-2022-0381,Banana Chips,Line C,2023-09-07 00:00:00,Sep-2023,Divya N.,5.1,4.5,6.5,PASS,3.19,3.5,PASS,96.7,92,PASS,PASS
PHY-0382,BCH-2022-0382,Sweet Potato Chips,Line D,2023-09-10 00:00:00,Sep-2023,Suresh B.,5.79,4.5,6.5,PASS,2.68,3.5,PASS,94.7,92,PASS,PASS
PHY-0383,BCH-2022-0383,Masala Peanuts,Line E,2023-09-13 00:00:00,Sep-2023,Leena D.,4.53,4.5,6.5,PASS,1.88,3.5,PASS,96.1,92,PASS,PASS
PHY-0384,BCH-2022-0384,Tapioca Crisps,Line F,2023-09-14 00:00:00,Sep-2023,Sagar A.,6.26,4.5,6.5,PASS,2.13,3.5,PASS,96.2,92,PASS,PASS
PHY-0385,BCH-2022-0385,Jackfruit Chips,Line A,2023-09-15 00:00:00,Sep-2023,Priya S.,4.01,4.5,6.5,FAIL,2.29,3.5,PASS,94.0,92,PASS,FAIL
PHY-0386,BCH-2022-0386,Okra Chips,Line B,2023-09-16 00:00:00,Sep-2023,Anand M.,4.75,4.5,6.5,PASS,2.52,3.5,PASS,96.0,92,PASS,PASS
PHY-0387,BCH-2022-0387,Roasted Corn,Line C,2023-09-21 00:00:00,Sep-2023,Meena R.,4.58,4.5,6.5,PASS,2.84,3.5,PASS,94.0,92,PASS,PASS
PHY-0388,BCH-2022-0388,Chickpea Snacks,Line D,2023-09-22 00:00:00,Sep-2023,Karthik V.,5.59,4.5,6.5,PASS,1.04,3.5,PASS,95.0,92,PASS,PASS
PHY-0389,BCH-2022-0389,Banana Chips,Line E,2023-09-23 00:00:00,Sep-2023,Divya N.,6.12,4.5,6.5,PASS,1.1,3.5,PASS,95.5,92,PASS,PASS
PHY-0390,BCH-2022-0390,Sweet Potato Chips,Line F,2023-09-25 00:00:00,Sep-2023,Suresh B.,5.97,4.5,6.5,PASS,1.11,3.5,PASS,92.4,92,PASS,PASS
PHY-0391,BCH-2022-0391,Masala Peanuts,Line A,2023-09-28 00:00:00,Sep-2023,Leena D.,5.46,4.5,6.5,PASS,3.36,3.5,PASS,92.5,92,PASS,PASS
PHY-0392,BCH-2022-0392,Tapioca Crisps,Line B,2023-09-30 00:00:00,Sep-2023,Sagar A.,5.3,4.5,6.5,PASS,2.54,3.5,PASS,94.3,92,PASS,PASS
PHY-0393,BCH-2022-0393,Jackfruit Chips,Line C,2023-10-01 00:00:00,Sep-2023,Priya S.,5.08,4.5,6.5,PASS,3.61,3.5,FAIL,93.4,92,PASS,FAIL
PHY-0394,BCH-2022-0394,Okra Chips,Line D,2023-10-02 00:00:00,Oct-2023,Anand M.,4.83,4.5,6.5,PASS,2.53,3.5,PASS,94.0,92,PASS,PASS
PHY-0395,BCH-2022-0395,Roasted Corn,Line E,2023-10-03 00:00:00,Oct-2023,Meena R.,5.03,4.5,6.5,PASS,0.91,3.5,PASS,97.0,92,PASS,PASS
PHY-0396,BCH-2022-0396,Chickpea Snacks,Line F,2023-10-04 00:00:00,Oct-2023,Karthik V.,6.12,4.5,6.5,PASS,2.48,3.5,PASS,98.7,92,PASS,PASS
PHY-0397,BCH-2022-0397,Banana Chips,Line A,2023-10-05 00:00:00,Oct-2023,Divya N.,5.98,4.5,6.5,PASS,1.17,3.5,PASS,97.5,92,PASS,PASS
PHY-0398,BCH-2022-0398,Sweet Potato Chips,Line B,2023-10-06 00:00:00,Oct-2023,Suresh B.,4.56,4.5,6.5,PASS,3.05,3.5,PASS,98.9,92,PASS,PASS
PHY-0399,BCH-2022-0399,Masala Peanuts,Line C,2023-10-07 00:00:00,Oct-2023,Leena D.,5.5,4.5,6.5,PASS,2.94,3.5,PASS,93.7,92,PASS,PASS
PHY-0400,BCH-2022-0400,Tapioca Crisps,Line D,2023-10-08 00:00:00,Oct-2023,Sagar A.,3.4,4.5,6.5,FAIL,1.02,3.5,PASS,93.7,92,PASS,FAIL
PHY-0401,BCH-2022-0401,Jackfruit Chips,Line E,2023-10-10 00:00:00,Oct-2023,Priya S.,5.1,4.5,6.5,PASS,1.49,3.5,PASS,96.1,92,PASS,PASS
PHY-0402,BCH-2022-0402,Okra Chips,Line F,2023-10-11 00:00:00,Oct-2023,Anand M.,5.48,4.5,6.5,PASS,0.92,3.5,PASS,93.7,92,PASS,PASS
PHY-0403,BCH-2022-0403,Roasted Corn,Line A,2023-10-12 00:00:00,Oct-2023,Meena R.,5.34,4.5,6.5,PASS,2.54,3.5,PASS,96.1,92,PASS,PASS
PHY-0404,BCH-2022-0404,Chickpea Snacks,Line B,2023-10-13 00:00:00,Oct-2023,Karthik V.,4.54,4.5,6.5,PASS,1.09,3.5,PASS,96.5,92,PASS,PASS
PHY-0405,BCH-2022-0405,Banana Chips,Line C,2023-10-14 00:00:00,Oct-2023,Divya N.,6.02,4.5,6.5,PASS,1.97,3.5,PASS,92.5,92,PASS,PASS
PHY-0406,BCH-2022-0406,Sweet Potato Chips,Line D,2023-10-15 00:00:00,Oct-2023,Suresh B.,4.71,4.5,6.5,PASS,2.57,3.5,PASS,96.1,92,PASS,PASS
PHY-0407,BCH-2022-0407,Masala Peanuts,Line E,2023-10-16 00:00:00,Oct-2023,Leena D.,5.79,4.5,6.5,PASS,2.81,3.5,PASS,97.5,92,PASS,PASS
PHY-0408,BCH-2022-0408,Tapioca Crisps,Line F,2023-10-17 00:00:00,Oct-2023,Sagar A.,5.02,4.5,6.5,PASS,3.04,3.5,PASS,94.2,92,PASS,PASS
PHY-0409,BCH-2022-0409,Jackfruit Chips,Line A,2023-10-20 00:00:00,Oct-2023,Priya S.,4.71,4.5,6.5,PASS,6.23,3.5,FAIL,93.0,92,PASS,FAIL
PHY-0410,BCH-2022-0410,Okra Chips,Line B,2023-10-21 00:00:00,Oct-2023,Anand M.,6.19,4.5,6.5,PASS,1.98,3.5,PASS,96.2,92,PASS,PASS
PHY-0411,BCH-2022-0411,Roasted Corn,Line C,2023-10-22 00:00:00,Oct-2023,Meena R.,4.73,4.5,6.5,PASS,2.55,3.5,PASS,96.8,92,PASS,PASS
PHY-0412,BCH-2022-0412,Chickpea Snacks,Line D,2023-10-27 00:00:00,Oct-2023,Karthik V.,6.11,4.5,6.5,PASS,2.38,3.5,PASS,97.2,92,PASS,PASS
PHY-0413,BCH-2022-0413,Banana Chips,Line E,2023-10-28 00:00:00,Oct-2023,Divya N.,5.18,4.5,6.5,PASS,1.99,3.5,PASS,95.3,92,PASS,PASS
PHY-0414,BCH-2022-0414,Sweet Potato Chips,Line F,2023-10-29 00:00:00,Oct-2023,Suresh B.,4.59,4.5,6.5,PASS,2.8,3.5,PASS,94.9,92,PASS,PASS
PHY-0415,BCH-2022-0415,Masala Peanuts,Line A,2023-10-30 00:00:00,Oct-2023,Leena D.,4.56,4.5,6.5,PASS,0.97,3.5,PASS,99.0,92,PASS,PASS
PHY-0416,BCH-2022-0416,Tapioca Crisps,Line B,2023-10-31 00:00:00,Oct-2023,Sagar A.,5.03,4.5,6.5,PASS,3.18,3.5,PASS,95.9,92,PASS,PASS
PHY-0417,BCH-2022-0417,Jackfruit Chips,Line C,2023-11-01 00:00:00,Oct-2023,Priya S.,5.55,4.5,6.5,PASS,1.68,3.5,PASS,94.3,92,PASS,PASS
PHY-0418,BCH-2022-0418,Okra Chips,Line D,2023-11-03 00:00:00,Nov-2023,Anand M.,5.66,4.5,6.5,PASS,1.89,3.5,PASS,96.1,92,PASS,PASS
PHY-0419,BCH-2022-0419,Roasted Corn,Line E,2023-11-04 00:00:00,Nov-2023,Meena R.,5.69,4.5,6.5,PASS,2.3,3.5,PASS,97.3,92,PASS,PASS
PHY-0420,BCH-2022-0420,Chickpea Snacks,Line F,2023-11-06 00:00:00,Nov-2023,Karthik V.,5.48,4.5,6.5,PASS,1.31,3.5,PASS,93.1,92,PASS,PASS
